person_income,person_home_ownership,loan_percent_income,loan_int_rate,cb_person_default_on_file,loan_status
28000,0,0.24,13.06,0,1
47000,1,0.15,10.37,0,1
28000,0,0.24,12.92,0,0
53000,1,0.13,6.92,0,0
53000,1,0.09,5.42,0,0
50000,0,0.13,11.22,0,0
53000,1,0.19,14.91,0,0
57100,0,0.12,11.22,1,0
34000,0,0.2,8.9,0,0
56000,0,0.12,12.69,0,0
53000,1,0.34,13.8,1,0
72321,0,0.09,10.99,0,0
12000,0,0.15,7.66,0,1
21600,0,0.31,6.92,0,1
24996,0,0.27,13.8,1,0
53000,1,0.12,14.46,1,0
53000,1,0.15,10.99,0,0
27600,0,0.24,15.31,0,1
36050,0,0.19,14.11,1,1
53000,1,0.15,16.82,0,0
48000,0,0.14,11.99,0,0
72204,0,0.09,13.47,0,0
53000,1,0.15,7.88,0,0
85000,0,0.08,15.23,1,0
47000,1,0.34,14.35,1,1
53000,1,0.15,7.14,0,0
53000,2,0.27,11.36,0,0
53000,1,0.15,16.07,1,0
70000,0,0.1,6.62,0,0
41000,0,0.16,5.99,0,0
42000,0,0.16,17.27,0,1
75000,0,0.09,7.9,0,0
53000,2,0.3,10.25,0,0
53000,2,0.18,7.51,0,0
27600,0,0.25,8.9,0,0
53000,2,0.04,10.62,0,0
27800,0,0.24,8.49,0,0
53000,2,0.06,6.76,0,0
28800,0,0.24,9.63,0,0
29120,0,0.23,10.59,0,0
53000,1,0.19,17.39,0,0
30500,0,0.22,21.74,1,1
37000,0,0.18,7.14,0,0
53000,1,0.05,7.4,0,0
53000,1,0.2,11.14,0,0
53000,1,0.3,12.53,0,0
31500,0,0.22,14.11,0,1
38112,0,0.18,7.68,0,0
53000,1,0.14,14.42,0,0
41196,0,0.17,11.59,1,0
45000,0,0.15,5.79,0,0
53000,1,0.12,13.67,0,0
46000,0,0.15,15.65,1,1
46852,0,0.15,10.65,0,1
53000,1,0.08,10.39,0,0
53000,0,0.13,9.91,0,0
53000,1,0.23,13.24,0,0
53004,1,0.4,10.65,0,0
53004,1,0.09,5.42,0,0
53004,1,0.09,10.0,0,0
54000,0,0.13,10.59,0,0
53004,1,0.19,5.79,0,0
53004,1,0.05,10.36,0,0
53004,2,0.04,10.75,0,0
48000,0,0.14,6.54,0,1
53004,1,0.03,13.79,0,0
55000,0,0.12,11.49,0,0
55000,0,0.12,11.99,0,0
60000,0,0.11,7.51,0,0
65700,0,0.1,10.37,0,0
53100,2,0.24,7.9,0,0
68004,0,0.1,8.49,0,0
53124,1,0.12,13.61,0,0
47148,1,0.15,7.49,0,1
53155,1,0.08,6.76,0,0
53160,1,0.13,7.49,0,0
53184,1,0.25,10.99,0,0
70000,0,0.1,5.42,0,0
77182,0,0.09,13.22,0,0
96050,0,0.06,14.61,0,1
25000,0,0.26,9.91,0,0
53000,0,0.12,10.59,0,0
80000,0,0.08,6.99,0,1
47360,1,0.13,14.61,1,1
29361,0,0.22,10.99,0,1
53400,2,0.25,10.99,0,0
31000,0,0.21,14.42,1,1
53481,2,0.28,6.03,0,0
70000,0,0.09,13.72,0,0
53500,1,0.04,9.62,0,0
20000,0,0.32,10.99,0,1
24000,0,0.27,10.99,1,0
24000,0,0.27,10.95,0,0
25000,0,0.26,12.84,0,0
26400,0,0.24,10.37,0,0
28000,0,0.23,14.75,0,0
29000,0,0.22,10.99,1,0
29120,0,0.22,16.29,0,1
30000,0,0.21,6.99,0,0
53595,1,0.11,7.88,0,0
30000,0,0.21,15.99,0,1
30000,0,0.21,10.99,1,0
30000,0,0.21,10.99,0,0
53664,1,0.28,10.75,0,0
53684,1,0.3,15.65,1,0
30000,0,0.21,16.0,0,1
53724,1,0.16,6.03,0,0
53742,1,0.2,5.79,0,0
30500,0,0.21,11.49,0,0
31200,0,0.21,7.51,0,0
53800,1,0.11,10.99,0,0
47800,1,0.38,10.95,0,1
53808,1,0.11,8.9,0,0
31224,0,0.2,9.32,0,0
53832,1,0.22,12.87,0,0
53851,1,0.22,10.0,0,0
53876,1,0.05,14.72,0,0
53913,1,0.21,5.99,0,0
53947,2,0.12,9.62,0,0
53976,1,0.04,10.74,0,0
31836,0,0.2,14.35,0,0
54000,1,0.09,6.03,0,0
32000,0,0.2,8.9,0,0
33000,0,0.19,9.99,0,0
34200,0,0.19,17.49,1,1
54000,1,0.09,6.62,0,0
35000,0,0.18,12.69,0,0
29000,0,0.22,15.95,1,1
54000,1,0.29,6.62,0,0
35000,0,0.18,10.99,0,0
54000,1,0.18,6.62,0,0
54000,1,0.09,12.42,0,0
36000,0,0.18,5.99,0,0
37000,0,0.17,10.99,0,0
54000,1,0.11,6.03,0,0
37850,0,0.17,9.88,0,0
54000,1,0.13,6.62,0,0
54000,2,0.28,10.99,1,0
54000,1,0.13,10.65,0,0
54000,1,0.16,12.42,0,0
38000,0,0.17,7.88,0,0
39500,0,0.16,10.36,0,0
41508,0,0.15,14.79,0,0
54000,2,0.46,10.99,0,0
38000,0,0.17,20.62,0,1
54000,1,0.13,18.64,0,0
46000,0,0.14,9.67,0,0
46300,0,0.14,10.99,0,0
54000,1,0.28,11.99,0,0
54000,1,0.09,9.99,0,0
48000,1,0.31,5.99,0,1
54000,1,0.09,5.42,0,0
48000,1,0.14,15.99,1,1
54000,1,0.1,10.59,0,0
48000,0,0.13,13.47,1,0
54000,1,0.03,5.42,0,0
50000,0,0.13,9.91,0,0
48000,1,0.05,8.49,0,1
50000,0,0.13,20.2,0,0
54000,1,0.24,7.49,0,0
48000,1,0.38,15.62,1,1
50000,0,0.13,6.91,0,0
54000,1,0.16,10.99,0,0
55000,0,0.12,10.71,0,0
54000,1,0.09,15.62,0,0
49200,0,0.13,10.99,0,1
54000,2,0.04,10.99,0,0
54000,1,0.22,16.49,1,0
54000,1,0.15,7.49,0,0
54000,1,0.15,10.99,0,0
60000,0,0.11,10.99,0,0
54000,1,0.16,10.99,0,0
62502,0,0.1,11.71,0,0
62758,0,0.1,8.49,0,0
54000,1,0.07,5.42,0,0
54000,1,0.04,5.42,0,0
54000,1,0.2,5.42,0,0
65000,0,0.1,10.65,0,0
65000,0,0.1,9.99,0,0
54000,1,0.06,5.42,0,0
70000,0,0.09,17.49,0,0
54000,1,0.06,10.0,0,0
54000,1,0.24,6.92,0,0
71500,0,0.09,13.11,1,0
72000,0,0.09,6.91,0,0
54000,1,0.09,5.79,0,0
75000,0,0.09,15.99,1,0
69000,0,0.09,16.4,1,1
54000,1,0.13,5.42,0,0
54000,1,0.07,11.11,0,0
75000,0,0.09,10.36,0,0
76800,0,0.08,7.51,0,0
54000,1,0.15,6.92,0,0
54000,1,0.16,11.11,0,0
80000,0,0.08,7.49,0,0
54000,2,0.37,10.74,0,0
54000,1,0.09,9.62,0,0
93500,0,0.07,13.23,1,0
110000,0,0.06,9.32,0,0
54000,1,0.11,6.17,0,0
55000,0,0.06,13.67,0,0
55000,0,0.06,6.62,0,0
54000,1,0.24,9.99,0,0
54000,1,0.22,12.23,1,0
48000,1,0.03,14.83,1,1
77500,0,0.09,10.99,0,0
54000,1,0.07,9.99,0,0
54000,1,0.19,8.88,0,0
74000,0,0.09,20.3,1,1
48000,1,0.1,7.14,0,1
87360,0,0.08,12.99,0,0
54000,1,0.05,11.86,0,0
54000,1,0.07,13.98,0,0
55000,0,0.05,6.03,0,0
24000,0,0.28,5.42,0,0
37000,0,0.18,7.49,0,0
73000,0,0.09,10.99,0,0
42000,0,0.16,10.99,0,0
47000,0,0.15,10.65,0,1
57000,0,0.12,10.99,0,0
54000,1,0.19,11.49,0,0
60000,0,0.11,7.14,0,0
80266,0,0.09,11.86,0,0
54000,1,0.29,13.61,1,0
28000,0,0.25,9.99,0,0
33000,0,0.21,17.56,1,1
47480,0,0.15,9.88,0,0
58000,0,0.12,7.66,0,0
54000,2,0.11,7.51,0,0
48000,1,0.35,14.59,0,1
54000,1,0.19,7.51,0,0
54000,1,0.3,10.99,0,0
54000,1,0.19,9.88,0,0
25000,0,0.28,11.71,0,0
54000,1,0.26,7.88,0,0
34000,0,0.2,15.99,0,1
78000,0,0.09,9.62,0,0
48000,1,0.07,10.25,0,1
54000,1,0.19,10.99,0,0
54000,1,0.2,7.88,0,0
25000,0,0.28,13.85,1,0
54000,2,0.02,13.11,1,0
54000,1,0.24,7.51,0,0
25000,0,0.28,12.87,1,0
26004,0,0.27,6.92,0,0
54000,2,0.19,10.99,0,0
54000,1,0.17,7.51,0,0
54000,2,0.15,11.83,0,0
54000,1,0.16,8.59,0,0
26400,0,0.27,14.84,1,1
54000,1,0.16,7.05,0,0
26400,0,0.27,7.4,0,0
27000,0,0.26,13.79,0,0
54000,1,0.17,11.14,0,0
27600,0,0.25,5.99,0,0
54000,1,0.06,7.05,0,0
54000,1,0.13,8.94,0,0
27600,0,0.25,15.62,1,1
48000,1,0.25,16.0,0,1
54000,1,0.06,10.99,0,0
54000,1,0.17,8.94,0,0
27600,0,0.25,9.76,0,0
28000,0,0.25,10.62,0,0
54000,1,0.25,10.99,1,0
28038,0,0.25,7.88,0,0
54000,2,0.05,14.42,0,0
28500,0,0.25,10.0,0,0
28608,0,0.24,6.92,0,0
54000,1,0.25,9.63,0,0
28685,0,0.24,12.73,0,0
28800,0,0.24,5.42,0,0
28800,0,0.24,7.49,0,0
30000,0,0.23,12.69,0,0
30000,0,0.23,8.9,0,0
30000,0,0.23,10.99,0,1
54036,1,0.15,11.36,0,0
30000,0,0.23,16.49,1,1
54080,2,0.09,7.51,0,0
54080,1,0.15,8.63,0,0
30000,0,0.23,9.62,0,1
30000,0,0.23,10.62,0,0
54200,1,0.13,7.49,0,0
30000,0,0.23,7.74,0,0
30000,0,0.23,17.58,0,1
54252,1,0.06,6.39,0,0
30000,0,0.23,10.71,0,0
54300,1,0.15,6.92,0,0
30600,0,0.23,7.29,0,0
30996,0,0.23,16.63,1,0
31000,0,0.23,7.51,0,0
31000,0,0.23,10.99,0,0
31200,0,0.22,7.88,0,0
31221,0,0.22,11.83,0,0
32000,0,0.22,11.49,0,0
54400,1,0.22,10.99,1,0
54400,1,0.06,7.66,0,0
48442,1,0.2,15.7,0,1
54499,1,0.22,9.63,0,0
54500,1,0.14,10.59,0,0
32000,0,0.22,14.26,0,1
32340,0,0.22,6.62,0,0
32400,0,0.22,13.98,1,0
32769,0,0.21,7.29,0,0
54528,1,0.18,8.94,0,0
54566,1,0.07,12.53,0,0
54578,2,0.44,12.18,0,0
33000,0,0.21,6.62,0,0
33000,0,0.21,7.9,0,0
33000,0,0.21,13.61,0,0
48600,1,0.25,12.42,0,1
54600,1,0.09,10.99,0,0
48600,1,0.16,10.99,0,1
33000,0,0.21,10.99,0,0
33198,0,0.21,14.27,0,1
33600,0,0.21,13.61,1,0
33996,0,0.21,8.0,0,0
33996,0,0.21,13.16,0,1
34482,0,0.2,10.99,0,0
34800,0,0.2,11.99,0,1
34800,0,0.2,13.61,1,0
54800,2,0.15,10.99,0,0
35000,0,0.2,12.69,0,0
54828,1,0.09,16.82,0,0
35000,0,0.2,6.03,0,0
54870,2,0.02,8.59,0,0
54900,1,0.05,10.99,0,0
48902,1,0.12,15.23,1,1
35000,0,0.2,5.99,0,0
35000,0,0.2,10.99,0,0
54960,1,0.1,6.03,0,0
35000,0,0.2,10.99,0,0
54996,1,0.45,12.42,0,0
35000,0,0.2,8.94,0,0
54996,1,0.04,11.49,0,0
35000,0,0.2,11.34,1,0
29000,0,0.24,12.61,1,1
54996,1,0.04,10.59,0,0
35350,0,0.2,9.99,0,0
54996,1,0.1,5.99,0,0
29654,0,0.24,14.22,0,1
36000,0,0.19,6.03,0,0
36000,0,0.19,7.9,0,0
36000,0,0.19,10.65,0,0
36000,0,0.19,9.99,0,0
54996,1,0.27,10.99,0,0
54996,1,0.22,9.63,0,0
54996,2,0.18,10.37,0,0
30000,0,0.23,10.99,1,1
36000,0,0.19,8.94,0,0
36120,0,0.19,14.22,0,0
31000,0,0.23,10.99,0,1
37000,0,0.19,9.99,0,0
37000,0,0.19,7.51,0,0
54996,1,0.09,10.75,0,0
37000,0,0.19,10.95,0,0
37200,0,0.19,12.42,0,0
37200,0,0.19,7.14,0,0
48996,1,0.31,15.58,1,1
37200,0,0.19,10.99,0,0
54996,1,0.15,14.35,0,0
48996,1,0.1,9.88,0,1
37500,0,0.19,12.69,0,0
37740,0,0.19,10.99,0,0
54996,1,0.18,8.94,0,0
32000,0,0.22,10.99,1,1
38000,0,0.18,7.51,0,0
38400,0,0.18,9.99,0,0
38500,0,0.18,11.14,0,0
39600,0,0.18,14.96,1,0
39996,0,0.18,9.63,0,0
48996,3,0.2,14.11,0,1
54996,2,0.22,11.26,0,0
54996,1,0.35,10.83,0,0
39996,0,0.18,13.11,0,0
40000,0,0.17,10.65,0,0
40000,0,0.17,7.9,0,0
40000,0,0.17,11.99,0,0
40000,0,0.17,11.11,0,0
40000,0,0.17,14.46,0,0
40000,0,0.17,7.88,0,0
40000,0,0.17,11.14,0,0
55000,1,0.36,11.71,0,0
40000,0,0.17,8.94,0,0
34000,0,0.21,17.04,0,1
55000,1,0.13,11.71,0,0
55000,1,0.14,7.51,0,0
40000,0,0.17,11.58,0,0
40000,0,0.17,11.34,1,0
40040,0,0.17,13.23,1,0
34320,0,0.2,18.3,1,1
55000,1,0.27,9.91,0,0
55000,1,0.27,15.27,0,0
40800,0,0.17,11.86,0,0
41000,0,0.17,5.79,0,0
55000,1,0.2,16.77,0,0
55000,1,0.05,10.99,0,0
55000,1,0.06,11.71,0,0
55000,1,0.03,13.49,0,0
35000,0,0.2,18.09,1,1
55000,1,0.09,8.9,0,0
55000,1,0.21,8.9,0,0
41000,0,0.17,12.53,0,0
55000,1,0.15,6.03,0,0
55000,1,0.06,13.49,1,0
55000,1,0.1,9.91,0,0
42000,0,0.17,14.27,0,0
55000,1,0.07,11.71,0,0
42000,0,0.17,10.99,0,0
55000,1,0.12,6.03,0,0
42000,0,0.17,12.68,0,0
55000,1,0.14,7.51,0,0
42000,0,0.17,5.79,0,0
55000,1,0.12,7.9,0,0
55000,1,0.12,16.77,1,0
36000,0,0.19,13.98,1,1
55000,1,0.04,10.99,0,0
42000,0,0.17,13.61,0,0
36000,0,0.19,14.96,1,1
42000,0,0.17,7.88,0,0
55000,1,0.09,9.91,0,0
42000,0,0.17,8.63,0,0
55000,1,0.27,6.62,0,0
36614,0,0.19,9.99,0,1
55000,1,0.08,8.49,0,0
55000,1,0.23,9.91,0,0
43000,0,0.16,9.99,0,0
43000,0,0.16,10.99,0,0
49000,1,0.37,11.99,0,1
55000,1,0.12,10.99,0,0
55000,1,0.11,11.49,0,0
55000,1,0.08,10.59,0,0
43000,0,0.16,7.29,0,0
55000,1,0.22,5.42,0,0
37200,0,0.19,7.9,0,1
55000,2,0.09,11.99,0,0
55000,2,0.27,13.49,0,0
49000,1,0.23,17.99,1,1
55000,1,0.09,15.99,0,0
55000,2,0.18,10.99,0,0
55000,1,0.12,7.49,0,0
55000,1,0.17,7.49,0,0
44500,0,0.16,8.0,0,0
45000,0,0.16,8.9,0,0
39000,0,0.18,8.9,0,1
55000,1,0.03,7.49,0,0
55000,1,0.44,8.49,0,0
49000,1,0.14,10.99,0,1
39000,0,0.18,16.77,0,1
45000,0,0.16,7.51,0,0
55000,1,0.05,5.99,0,0
55000,1,0.18,7.49,0,0
49000,1,0.04,11.99,0,1
55000,1,0.05,13.49,0,0
55000,1,0.08,15.23,1,0
45000,0,0.16,7.51,0,0
55000,1,0.07,5.42,0,0
45000,0,0.16,10.99,0,0
55000,1,0.2,13.49,0,0
45000,0,0.16,5.42,0,0
55000,2,0.16,16.49,1,0
39000,0,0.18,14.42,0,1
45600,0,0.15,9.99,0,0
46000,0,0.15,8.49,0,0
46000,0,0.15,10.25,0,0
46000,0,0.15,7.4,0,0
55000,1,0.25,9.67,0,0
55000,1,0.27,10.99,0,0
46000,0,0.15,9.07,0,0
46800,0,0.15,8.63,0,0
55000,1,0.07,5.42,0,0
47000,0,0.15,6.62,0,0
55000,1,0.15,8.49,0,0
55000,1,0.03,11.49,0,0
47000,0,0.15,6.54,0,0
55000,2,0.11,15.23,1,0
55000,1,0.15,7.49,0,0
47000,0,0.15,14.96,1,0
55000,1,0.15,7.49,0,0
55000,1,0.18,13.99,1,0
41500,0,0.17,15.7,1,1
48000,0,0.15,12.69,0,0
48000,0,0.15,5.79,0,0
48000,0,0.15,8.94,0,0
48000,0,0.15,9.63,0,0
55000,1,0.09,11.11,0,0
48226,0,0.15,7.9,0,0
49500,0,0.14,10.99,0,0
50000,0,0.14,15.27,1,0
55000,1,0.17,10.99,0,0
50000,0,0.14,11.71,0,0
55000,1,0.21,7.29,0,0
55000,1,0.09,7.66,0,0
50000,0,0.14,10.99,0,0
55000,1,0.09,6.92,0,0
50000,0,0.14,10.37,0,0
50000,0,0.14,7.66,0,0
55000,1,0.18,10.0,0,0
55000,1,0.22,9.63,0,0
55000,1,0.18,5.79,0,0
55000,2,0.45,10.74,0,0
50000,0,0.14,7.51,0,0
55000,1,0.15,10.99,0,0
55000,1,0.22,9.99,0,0
50000,0,0.14,9.63,0,0
50000,0,0.14,9.32,0,0
55000,1,0.27,6.17,0,0
49000,1,0.2,5.79,0,1
44004,0,0.16,11.46,0,1
50026,0,0.14,10.99,0,0
55000,1,0.14,6.17,0,0
51000,0,0.14,6.99,0,0
45000,0,0.16,14.96,1,1
51000,0,0.14,12.18,0,0
52000,0,0.13,10.65,0,0
55000,1,0.11,5.42,0,0
52000,0,0.13,10.59,0,0
55000,1,0.09,12.98,0,0
55000,1,0.22,6.54,0,0
52000,0,0.13,7.49,0,0
52000,0,0.13,7.88,0,0
55000,1,0.19,5.79,0,0
52000,0,0.13,7.74,0,0
55000,2,0.04,5.42,0,0
52000,0,0.13,12.53,0,0
55000,2,0.02,6.91,0,0
52800,0,0.13,17.58,0,0
55000,1,0.31,6.91,0,0
49000,1,0.27,16.45,0,1
55000,2,0.02,11.49,0,0
54000,0,0.13,13.61,0,0
55000,1,0.27,7.88,0,0
54000,0,0.13,13.47,1,0
55000,1,0.05,11.12,0,0
54008,0,0.13,9.91,0,0
49000,0,0.14,7.49,0,1
55000,1,0.18,10.75,0,0
55000,2,0.2,10.38,0,0
55000,2,0.29,10.99,0,0
55000,1,0.18,14.72,0,0
85000,0,0.08,10.74,0,0
49000,1,0.1,15.21,0,1
89000,0,0.08,10.99,0,0
55000,1,0.18,7.88,0,0
89000,0,0.08,10.99,0,0
55000,1,0.14,14.84,1,0
90000,0,0.08,10.65,0,0
90000,0,0.08,13.49,1,0
50000,0,0.14,12.69,0,0
55000,1,0.24,13.98,1,0
61200,0,0.12,6.99,0,0
55000,1,0.13,13.23,1,0
55000,1,0.05,6.76,0,0
85000,0,0.08,7.49,0,0
14400,0,0.5,11.71,0,1
55000,1,0.09,7.88,0,0
20800,0,0.35,6.91,0,1
55000,1,0.19,7.51,0,0
21600,0,0.33,10.38,0,1
22000,0,0.33,5.79,0,1
23000,0,0.31,12.69,0,1
55000,1,0.15,13.85,0,0
25000,0,0.29,12.68,0,0
55000,1,0.18,10.25,0,0
55000,1,0.18,10.62,0,0
25200,0,0.29,11.86,0,1
55000,2,0.26,12.73,0,0
27600,0,0.26,9.99,0,0
27600,0,0.26,10.59,0,0
49000,1,0.16,10.25,0,1
55000,1,0.11,7.51,0,0
55000,1,0.15,9.88,0,0
30000,0,0.24,11.71,0,0
30000,0,0.24,8.9,0,1
55000,1,0.24,13.85,0,0
31700,0,0.23,11.71,0,1
31944,0,0.23,13.79,0,0
32000,0,0.23,5.42,0,0
32004,0,0.22,12.84,0,0
55000,1,0.27,10.99,1,0
32496,0,0.22,9.51,0,0
55000,2,0.09,14.61,1,0
55000,2,0.02,8.59,0,0
34000,0,0.21,7.9,0,0
49000,1,0.31,19.82,0,1
34099,0,0.21,12.73,0,0
35000,0,0.21,8.9,0,0
55000,1,0.13,8.59,0,0
55000,1,0.1,8.59,0,0
55000,1,0.19,8.94,0,0
55000,2,0.18,13.57,1,0
55000,2,0.04,7.4,0,0
35000,0,0.21,12.69,0,0
35004,0,0.21,9.99,0,0
35004,0,0.21,10.99,0,0
31000,0,0.23,14.54,0,1
55000,1,0.23,10.99,0,0
37000,0,0.19,11.34,1,0
37200,0,0.19,7.9,0,0
37245,0,0.19,8.9,0,0
38000,0,0.19,7.9,0,0
49000,1,0.1,12.18,0,1
38400,0,0.19,9.91,0,0
38896,0,0.19,13.48,1,0
40000,0,0.18,17.58,1,0
40000,0,0.18,18.79,0,0
55000,1,0.13,12.53,0,0
55000,1,0.23,8.94,0,0
40000,0,0.18,9.88,0,0
55000,1,0.04,13.22,0,0
41000,0,0.18,12.53,0,0
55000,2,0.07,9.32,0,0
42000,0,0.17,5.42,0,0
55000,2,0.34,13.16,0,0
42996,0,0.17,8.0,0,0
55000,1,0.15,8.0,0,0
43200,0,0.17,13.49,1,0
55000,1,0.11,8.0,0,0
55000,1,0.15,12.21,0,0
45000,0,0.16,10.65,0,0
45000,0,0.16,9.38,0,0
39000,0,0.18,9.45,0,1
46000,0,0.16,10.99,1,0
48000,0,0.15,12.42,0,0
48000,0,0.15,14.27,1,0
48000,0,0.15,11.71,0,0
55000,1,0.25,15.68,1,0
48000,0,0.15,12.69,0,0
48000,0,0.15,9.62,0,0
49000,1,0.2,8.0,0,1
48000,0,0.15,11.36,0,0
55000,1,0.27,10.99,1,0
55000,1,0.03,13.79,0,0
49920,0,0.14,13.06,1,0
55000,3,0.07,9.32,0,0
50000,0,0.14,11.71,0,0
50000,0,0.14,10.99,0,0
49000,1,0.1,11.28,1,1
50000,0,0.14,8.49,0,0
50000,0,0.14,7.29,0,0
50004,0,0.14,12.84,1,0
55000,1,0.07,11.34,1,0
49000,3,0.41,11.34,1,1
55000,1,0.27,9.2,0,0
52000,0,0.14,12.69,0,0
55000,1,0.1,8.07,0,0
54600,0,0.13,12.53,0,0
55004,1,0.17,14.74,1,0
54990,0,0.13,15.27,1,0
55008,2,0.19,13.16,1,0
54996,0,0.13,10.99,0,0
54996,0,0.13,7.66,0,0
55000,0,0.13,7.9,0,0
49700,0,0.14,10.38,0,1
50000,0,0.14,17.58,1,1
51000,0,0.14,14.67,0,1
59000,0,0.12,8.0,0,0
55152,1,0.29,11.49,0,0
60000,0,0.12,8.49,0,0
55200,1,0.08,12.42,0,0
60000,0,0.12,11.14,0,0
60000,0,0.12,13.48,1,0
60000,0,0.12,12.87,1,0
49200,1,0.13,12.68,1,1
60000,0,0.12,13.22,0,0
55200,1,0.16,6.17,0,0
60036,0,0.12,9.91,0,0
49200,1,0.05,10.99,0,1
60675,0,0.12,14.72,1,0
61490,0,0.12,10.99,0,0
55200,1,0.04,11.86,0,0
55200,1,0.07,10.08,0,0
63000,0,0.11,7.88,0,0
64000,0,0.11,15.96,0,0
55316,2,0.11,5.42,0,0
67500,0,0.11,7.88,0,0
55400,1,0.2,7.29,0,0
62000,0,0.12,7.9,0,1
68400,0,0.11,14.72,0,0
49493,1,0.31,13.11,1,1
71604,0,0.1,10.95,0,0
75000,0,0.1,13.61,0,0
55500,1,0.05,7.37,0,0
55530,1,0.14,5.99,0,0
55530,1,0.06,6.62,0,0
49530,1,0.32,14.54,1,1
76668,0,0.09,9.63,0,0
80000,0,0.09,8.9,0,0
80500,0,0.09,9.25,0,0
84000,0,0.09,8.49,0,0
55600,1,0.21,13.57,1,0
55605,1,0.12,10.99,0,0
49635,1,0.24,7.29,0,1
55680,1,0.14,10.65,0,0
73000,0,0.1,14.96,0,1
88500,0,0.08,13.47,0,0
55800,1,0.06,14.17,1,0
55800,1,0.07,10.75,0,0
55800,1,0.06,7.68,0,0
55812,1,0.39,11.36,0,0
90000,0,0.08,9.91,0,0
55900,1,0.33,14.26,0,0
49963,1,0.04,11.49,0,1
49980,1,0.1,10.37,0,1
56000,1,0.21,10.99,0,0
93000,0,0.08,6.92,0,0
105000,0,0.07,11.71,0,0
56000,1,0.18,16.29,1,0
56000,1,0.18,14.65,1,0
55000,0,0.06,12.18,0,0
56000,1,0.18,12.42,0,0
56000,1,0.13,6.03,0,0
56000,1,0.22,6.03,0,0
55000,0,0.05,9.91,0,0
55000,0,0.05,10.99,0,0
62467,0,0.12,10.65,0,0
56000,1,0.11,15.23,0,0
80000,0,0.09,5.42,0,0
56000,2,0.04,6.99,0,0
26729,0,0.27,11.14,0,0
56000,1,0.24,15.23,1,0
56000,1,0.04,10.99,0,0
56000,1,0.34,13.99,1,0
50000,1,0.26,7.49,0,1
56000,1,0.16,10.59,0,0
37086,0,0.2,7.88,0,0
38000,0,0.19,10.99,0,0
56000,1,0.27,8.49,0,0
41400,0,0.18,9.45,0,0
56000,1,0.18,7.49,0,0
45999,0,0.16,7.88,0,0
50000,1,0.15,15.62,0,1
56000,1,0.09,5.42,0,0
56000,1,0.22,11.49,0,0
50000,0,0.15,11.71,0,0
56000,1,0.09,12.87,0,0
56000,1,0.31,5.99,0,0
53600,0,0.14,8.0,0,0
96000,0,0.08,8.49,0,0
56000,1,0.11,5.99,0,0
56000,1,0.36,10.99,0,0
42000,0,0.17,12.69,0,0
12480,0,0.15,6.92,0,1
32500,0,0.23,13.43,1,0
33000,0,0.22,11.71,0,0
56000,2,0.36,10.99,0,0
42000,0,0.18,10.99,0,0
42000,0,0.18,16.32,0,1
43995,0,0.17,13.99,1,1
56000,1,0.1,10.37,0,0
57996,0,0.13,10.36,0,0
62000,0,0.12,6.99,0,0
56000,1,0.11,5.42,0,0
72000,0,0.1,15.65,1,0
56000,1,0.27,14.35,0,0
34359,0,0.22,9.63,0,0
12720,0,0.15,7.05,0,1
56000,1,0.05,6.76,0,0
56000,2,0.04,11.49,0,0
56000,1,0.08,7.14,0,0
20796,0,0.36,7.88,0,1
56000,1,0.1,7.51,0,0
56000,1,0.21,10.99,0,0
21000,0,0.36,6.91,0,1
56000,2,0.27,10.62,0,0
21360,0,0.35,7.14,0,1
21500,0,0.35,11.34,0,1
22596,0,0.33,9.76,0,1
23196,0,0.32,13.24,0,1
24996,0,0.3,12.98,1,0
56000,1,0.14,11.14,0,0
25000,0,0.3,7.51,0,0
56000,1,0.23,8.94,0,0
25200,0,0.3,14.96,0,1
26000,0,0.29,12.18,0,0
56000,1,0.18,8.59,0,0
56000,1,0.25,18.43,0,0
26400,0,0.28,12.73,0,0
27600,0,0.27,6.76,0,0
28128,0,0.27,15.33,1,1
30000,0,0.25,9.99,0,0
30000,0,0.25,10.99,0,0
30000,0,0.25,5.79,0,0
56000,1,0.08,11.83,0,0
56000,1,0.21,11.89,0,0
30000,0,0.25,11.83,0,0
30000,0,0.25,14.75,0,1
30000,0,0.25,13.24,1,1
56000,1,0.13,13.79,1,0
30028,0,0.25,10.75,0,0
31200,0,0.24,9.91,0,0
31875,0,0.24,13.11,0,0
32000,0,0.23,13.79,1,0
33000,0,0.23,10.99,0,0
34000,0,0.22,7.9,0,1
56004,1,0.18,13.61,0,0
56004,1,0.11,11.86,0,0
56004,1,0.11,7.88,0,0
56004,2,0.21,13.98,0,0
56004,1,0.04,7.51,0,0
34404,0,0.22,15.05,0,1
56004,1,0.36,13.57,1,0
56004,1,0.23,8.59,0,0
56004,2,0.18,9.32,0,0
34780,0,0.22,12.61,0,0
35000,0,0.21,10.99,0,0
29004,0,0.26,10.99,1,1
50160,1,0.12,15.62,0,1
56160,1,0.05,10.59,0,0
36000,0,0.21,13.49,0,0
36000,0,0.21,10.59,0,0
30320,0,0.25,12.18,0,1
56368,1,0.11,12.99,0,0
36750,0,0.2,14.84,0,0
50400,1,0.24,16.89,0,1
56400,1,0.31,15.62,0,0
56400,2,0.09,6.54,0,0
56400,1,0.07,11.49,0,0
37676,0,0.2,8.32,0,0
38000,0,0.2,5.79,0,0
38000,0,0.2,7.88,0,0
